datetime,symbol,open,high,low,close,volume
2023-12-31 22:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2023-12-31 23:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2024-01-01 01:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2024-01-01 03:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2024-01-01 18:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2024-01-01 21:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2024-01-01 22:00:00,TVC:GOLD,2062.68,2062.68,2062.68,2062.68,1.0
2024-01-01 23:00:00,TVC:GOLD,2063.044,2068.05,2062.4,2063.74,13340.0
2024-01-02 00:00:00,TVC:GOLD,2063.593,2065.89,2061.9,2065.434,16587.0
2024-01-02 01:00:00,TVC:GOLD,2065.44,2069.87,2064.7,2066.515,34988.0
2024-01-02 02:00:00,TVC:GOLD,2066.526,2068.37,2063.6,2067.81,25312.0
2024-01-02 03:00:00,TVC:GOLD,2067.764,2070.39,2066.1,2069.62,17193.0
2024-01-02 04:00:00,TVC:GOLD,2069.64,2070.68,2068.5,2069.61,12655.0
2024-01-02 05:00:00,TVC:GOLD,2069.566,2074.852,2069.1,2074.406,22138.0
2024-01-02 06:00:00,TVC:GOLD,2074.48,2076.73,2072.7,2074.06,24589.0
2024-01-02 07:00:00,TVC:GOLD,2074.19,2076.41,2072.9,2073.16,34288.0
2024-01-02 08:00:00,TVC:GOLD,2073.093,2074.59,2071.4,2073.235,40483.0
2024-01-02 09:00:00,TVC:GOLD,2073.235,2078.9,2072.9,2077.023,33205.0
2024-01-02 10:00:00,TVC:GOLD,2077.05,2077.76,2073.0,2075.99,30789.0
2024-01-02 11:00:00,TVC:GOLD,2075.9,2076.19,2067.9,2069.145,41230.0
2024-01-02 12:00:00,TVC:GOLD,2069.224,2069.49,2064.7,2067.93,40074.0
2024-01-02 13:00:00,TVC:GOLD,2067.846,2071.1,2064.5,2066.226,63066.0
2024-01-02 14:00:00,TVC:GOLD,2066.16,2070.45,2062.095,2070.315,79738.0
2024-01-02 15:00:00,TVC:GOLD,2070.274,2070.71,2055.848,2059.33,85007.0
2024-01-02 16:00:00,TVC:GOLD,2059.306,2067.61,2059.0,2066.034,55219.0
2024-01-02 17:00:00,TVC:GOLD,2066.015,2066.95,2061.5,2062.67,34377.0
2024-01-02 18:00:00,TVC:GOLD,2062.67,2064.95,2060.3,2061.17,26851.0
2024-01-02 19:00:00,TVC:GOLD,2061.105,2062.16,2060.1,2060.884,19873.0
2024-01-02 20:00:00,TVC:GOLD,2060.92,2061.62,2057.5,2058.126,21960.0
2024-01-02 21:00:00,TVC:GOLD,2058.17,2059.28,2057.6,2058.605,10738.0
2024-01-02 22:00:00,TVC:GOLD,2058.699,2058.78,2058.3,2058.5,4.0
2024-01-02 23:00:00,TVC:GOLD,2058.444,2060.11,2058.018,2059.59,10164.0
2024-01-03 00:00:00,TVC:GOLD,2059.552,2062.16,2058.8,2060.19,18849.0
2024-01-03 01:00:00,TVC:GOLD,2060.144,2062.57,2059.2,2062.405,32284.0
2024-01-03 02:00:00,TVC:GOLD,2062.42,2065.2,2061.2,2064.675,23780.0
2024-01-03 03:00:00,TVC:GOLD,2064.73,2065.58,2062.9,2065.055,20281.0
2024-01-03 04:00:00,TVC:GOLD,2065.08,2065.56,2064.0,2064.74,10988.0
2024-01-03 05:00:00,TVC:GOLD,2064.775,2065.99,2063.2,2064.05,18042.0
2024-01-03 06:00:00,TVC:GOLD,2064.049,2065.38,2063.0,2064.244,21731.0
2024-01-03 07:00:00,TVC:GOLD,2064.31,2064.31,2060.6,2062.97,31215.0
2024-01-03 08:00:00,TVC:GOLD,2062.88,2064.36,2058.8,2059.908,38466.0
2024-01-03 09:00:00,TVC:GOLD,2060.07,2060.56,2053.8,2056.695,37104.0
2024-01-03 10:00:00,TVC:GOLD,2056.83,2057.17,2052.3,2054.815,30463.0
2024-01-03 11:00:00,TVC:GOLD,2054.88,2055.67,2046.3,2047.465,38132.0
2024-01-03 12:00:00,TVC:GOLD,2047.524,2048.34,2041.685,2045.67,54806.0
2024-01-03 13:00:00,TVC:GOLD,2045.68,2048.01,2038.3,2040.95,68661.0
2024-01-03 14:00:00,TVC:GOLD,2040.966,2042.32,2031.665,2037.834,82876.0
2024-01-03 15:00:00,TVC:GOLD,2037.834,2048.81,2031.785,2032.512,108247.0
2024-01-03 16:00:00,TVC:GOLD,2032.513,2036.03,2031.1,2032.39,66200.0
2024-01-03 17:00:00,TVC:GOLD,2032.41,2033.78,2030.4,2033.38,45809.0
2024-01-03 18:00:00,TVC:GOLD,2033.38,2036.32,2032.5,2035.752,34015.0
2024-01-03 19:00:00,TVC:GOLD,2035.47,2042.35,2030.3,2036.69,74254.0
2024-01-03 20:00:00,TVC:GOLD,2036.64,2042.32,2036.1,2040.96,44461.0
2024-01-03 21:00:00,TVC:GOLD,2040.848,2041.85,2039.9,2041.195,13097.0
2024-01-03 22:00:00,TVC:GOLD,2041.49,2041.49,2041.49,2041.49,1.0
2024-01-03 23:00:00,TVC:GOLD,2041.353,2044.24,2041.093,2042.895,13099.0
2024-01-04 00:00:00,TVC:GOLD,2042.912,2043.19,2041.2,2042.13,15640.0
2024-01-04 01:00:00,TVC:GOLD,2042.17,2043.273,2039.6,2042.165,34727.0
2024-01-04 02:00:00,TVC:GOLD,2042.21,2044.74,2042.0,2044.555,32817.0
2024-01-04 03:00:00,TVC:GOLD,2044.566,2046.94,2043.998,2044.594,21695.0
2024-01-04 04:00:00,TVC:GOLD,2044.575,2044.68,2042.0,2043.04,19003.0
2024-01-04 05:00:00,TVC:GOLD,2043.036,2044.31,2042.0,2043.81,23107.0
2024-01-04 06:00:00,TVC:GOLD,2043.715,2048.7,2043.4,2047.169,33789.0
2024-01-04 07:00:00,TVC:GOLD,2047.16,2049.53,2046.1,2047.6,42082.0
2024-01-04 08:00:00,TVC:GOLD,2047.594,2048.62,2045.0,2046.773,52733.0
2024-01-04 09:00:00,TVC:GOLD,2046.76,2050.95,2045.9,2047.93,45899.0
2024-01-04 10:00:00,TVC:GOLD,2047.915,2050.84,2046.3,2047.94,40554.0
2024-01-04 11:00:00,TVC:GOLD,2047.95,2048.43,2044.5,2045.13,36442.0
2024-01-04 12:00:00,TVC:GOLD,2045.14,2046.26,2043.245,2046.03,38986.0
2024-01-04 13:00:00,TVC:GOLD,2045.97,2047.24,2038.7,2040.2,79773.0
2024-01-04 14:00:00,TVC:GOLD,2040.145,2042.584,2036.1,2039.35,78974.0
2024-01-04 15:00:00,TVC:GOLD,2039.33,2047.73,2038.995,2045.015,83435.0
2024-01-04 16:00:00,TVC:GOLD,2045.09,2046.78,2043.7,2044.684,62469.0
2024-01-04 17:00:00,TVC:GOLD,2044.72,2045.05,2040.6,2043.244,48945.0
2024-01-04 18:00:00,TVC:GOLD,2043.26,2044.06,2041.3,2043.065,35669.0
2024-01-04 19:00:00,TVC:GOLD,2043.092,2044.9,2042.0,2044.33,26296.0
2024-01-04 20:00:00,TVC:GOLD,2044.33,2044.85,2042.7,2043.06,26532.0
2024-01-04 21:00:00,TVC:GOLD,2042.995,2044.37,2042.7,2043.124,9802.0
2024-01-04 22:00:00,TVC:GOLD,2043.348,2043.348,2042.8,2042.9,3.0
2024-01-04 23:00:00,TVC:GOLD,2043.801,2044.77,2042.4,2044.3,13535.0
2024-01-05 00:00:00,TVC:GOLD,2044.166,2044.72,2042.8,2044.255,16673.0
2024-01-05 01:00:00,TVC:GOLD,2044.275,2048.27,2043.8,2046.066,39471.0
2024-01-05 02:00:00,TVC:GOLD,2046.066,2047.84,2045.3,2046.17,21546.0
2024-01-05 03:00:00,TVC:GOLD,2046.16,2046.393,2044.5,2045.264,20423.0
2024-01-05 04:00:00,TVC:GOLD,2045.39,2046.42,2044.1,2044.58,13914.0
2024-01-05 05:00:00,TVC:GOLD,2044.572,2045.21,2042.8,2044.44,18630.0
2024-01-05 06:00:00,TVC:GOLD,2044.45,2045.1,2040.5,2042.434,27591.0
2024-01-05 07:00:00,TVC:GOLD,2042.434,2047.04,2041.8,2043.15,39269.0
2024-01-05 08:00:00,TVC:GOLD,2042.995,2044.41,2041.0,2042.41,44831.0
2024-01-05 09:00:00,TVC:GOLD,2042.385,2043.76,2037.9,2038.844,42284.0
2024-01-05 10:00:00,TVC:GOLD,2038.86,2040.29,2036.9,2039.946,39150.0
2024-01-05 11:00:00,TVC:GOLD,2040.0,2040.33,2036.9,2039.213,30071.0
2024-01-05 12:00:00,TVC:GOLD,2039.2,2040.98,2038.1,2040.135,36417.0
2024-01-05 13:00:00,TVC:GOLD,2040.172,2041.98,2024.255,2040.15,116558.0
2024-01-05 14:00:00,TVC:GOLD,2040.04,2049.25,2038.655,2046.664,124053.0
2024-01-05 15:00:00,TVC:GOLD,2046.575,2063.98,2046.544,2054.784,140501.0
2024-01-05 16:00:00,TVC:GOLD,2054.77,2056.3,2043.8,2044.948,89497.0
2024-01-05 17:00:00,TVC:GOLD,2044.975,2045.43,2040.2,2041.96,77358.0
2024-01-05 18:00:00,TVC:GOLD,2041.95,2048.49,2040.1,2048.055,57371.0
