datetime,symbol,open,high,low,close,volume
2024-01-01 23:00:00,VANTAGE:SP500,4777.92,4782.12,4777.67,4780.37,0.0
2024-01-02 00:00:00,VANTAGE:SP500,4780.62,4781.12,4778.37,4779.37,0.0
2024-01-02 01:00:00,VANTAGE:SP500,4779.37,4782.37,4777.37,4778.37,0.0
2024-01-02 02:00:00,VANTAGE:SP500,4778.37,4779.37,4776.87,4778.12,0.0
2024-01-02 03:00:00,VANTAGE:SP500,4778.37,4779.87,4777.87,4779.12,0.0
2024-01-02 04:00:00,VANTAGE:SP500,4779.12,4781.12,4778.62,4780.37,0.0
2024-01-02 05:00:00,VANTAGE:SP500,4780.37,4782.87,4780.37,4781.87,0.0
2024-01-02 06:00:00,VANTAGE:SP500,4781.87,4782.12,4779.62,4779.62,0.0
2024-01-02 07:00:00,VANTAGE:SP500,4779.87,4783.12,4779.87,4781.32,0.0
2024-01-02 08:00:00,VANTAGE:SP500,4781.32,4787.04,4781.32,4785.54,0.0
2024-01-02 09:00:00,VANTAGE:SP500,4785.54,4785.54,4774.74,4775.99,0.0
2024-01-02 10:00:00,VANTAGE:SP500,4775.99,4777.54,4772.79,4773.29,0.0
2024-01-02 11:00:00,VANTAGE:SP500,4773.04,4773.29,4746.79,4751.29,0.0
2024-01-02 12:00:00,VANTAGE:SP500,4751.54,4751.54,4738.89,4739.64,0.0
2024-01-02 13:00:00,VANTAGE:SP500,4739.14,4745.39,4738.64,4742.84,0.0
2024-01-02 14:00:00,VANTAGE:SP500,4742.84,4749.84,4734.84,4743.39,0.0
2024-01-02 15:00:00,VANTAGE:SP500,4742.39,4748.14,4734.14,4737.89,0.0
2024-01-02 16:00:00,VANTAGE:SP500,4737.39,4753.89,4737.14,4753.14,0.0
2024-01-02 17:00:00,VANTAGE:SP500,4753.64,4757.89,4747.14,4747.64,0.0
2024-01-02 18:00:00,VANTAGE:SP500,4747.64,4750.89,4741.39,4742.64,0.0
2024-01-02 19:00:00,VANTAGE:SP500,4742.64,4743.64,4730.09,4730.09,0.0
2024-01-02 20:00:00,VANTAGE:SP500,4730.09,4747.49,4725.54,4747.49,0.0
2024-01-02 21:00:00,VANTAGE:SP500,4747.49,4749.24,4744.99,4748.24,0.0
2024-01-02 23:00:00,VANTAGE:SP500,4749.92,4750.67,4746.87,4748.87,0.0
2024-01-03 00:00:00,VANTAGE:SP500,4748.87,4749.37,4745.87,4746.37,0.0
2024-01-03 01:00:00,VANTAGE:SP500,4746.62,4747.37,4745.37,4746.62,0.0
2024-01-03 02:00:00,VANTAGE:SP500,4746.62,4747.12,4744.62,4745.12,0.0
2024-01-03 03:00:00,VANTAGE:SP500,4745.12,4746.12,4744.37,4744.62,0.0
2024-01-03 04:00:00,VANTAGE:SP500,4744.62,4744.87,4743.37,4743.62,0.0
2024-01-03 05:00:00,VANTAGE:SP500,4743.62,4744.12,4742.12,4743.87,0.0
2024-01-03 06:00:00,VANTAGE:SP500,4743.87,4745.87,4743.37,4744.87,0.0
2024-01-03 07:00:00,VANTAGE:SP500,4744.87,4746.12,4743.12,4745.37,0.0
2024-01-03 08:00:00,VANTAGE:SP500,4745.12,4748.74,4741.74,4741.74,0.0
2024-01-03 09:00:00,VANTAGE:SP500,4741.99,4742.99,4735.74,4735.74,0.0
2024-01-03 10:00:00,VANTAGE:SP500,4735.74,4739.99,4734.64,4736.74,0.0
2024-01-03 11:00:00,VANTAGE:SP500,4736.74,4737.99,4731.24,4732.99,0.0
2024-01-03 12:00:00,VANTAGE:SP500,4732.99,4732.99,4726.04,4727.04,0.0
2024-01-03 13:00:00,VANTAGE:SP500,4727.04,4732.54,4725.54,4726.29,0.0
2024-01-03 14:00:00,VANTAGE:SP500,4726.29,4727.44,4716.19,4719.19,0.0
2024-01-03 15:00:00,VANTAGE:SP500,4717.22,4728.94,4706.44,4713.19,0.0
2024-01-03 16:00:00,VANTAGE:SP500,4712.94,4718.44,4710.44,4711.94,0.0
2024-01-03 17:00:00,VANTAGE:SP500,4711.94,4722.69,4708.94,4722.44,0.0
2024-01-03 18:00:00,VANTAGE:SP500,4721.94,4726.69,4718.24,4720.29,0.0
2024-01-03 19:00:00,VANTAGE:SP500,4720.29,4730.79,4709.04,4721.54,0.0
2024-01-03 20:00:00,VANTAGE:SP500,4721.54,4722.04,4700.94,4706.69,0.0
2024-01-03 21:00:00,VANTAGE:SP500,4706.94,4708.69,4704.19,4708.69,0.0
2024-01-03 23:00:00,VANTAGE:SP500,4710.97,4712.92,4708.67,4709.67,0.0
2024-01-04 00:00:00,VANTAGE:SP500,4709.67,4712.67,4706.92,4712.42,0.0
2024-01-04 01:00:00,VANTAGE:SP500,4712.42,4712.92,4710.42,4711.92,0.0
2024-01-04 02:00:00,VANTAGE:SP500,4712.17,4712.17,4708.92,4710.92,0.0
2024-01-04 03:00:00,VANTAGE:SP500,4710.92,4712.17,4709.17,4709.67,0.0
2024-01-04 04:00:00,VANTAGE:SP500,4709.67,4711.42,4709.42,4709.42,0.0
2024-01-04 05:00:00,VANTAGE:SP500,4709.42,4709.92,4707.92,4708.17,0.0
2024-01-04 06:00:00,VANTAGE:SP500,4708.17,4713.42,4708.17,4713.17,0.0
2024-01-04 07:00:00,VANTAGE:SP500,4713.17,4715.92,4711.67,4712.42,0.0
2024-01-04 08:00:00,VANTAGE:SP500,4712.67,4716.79,4710.04,4710.54,0.0
2024-01-04 09:00:00,VANTAGE:SP500,4710.54,4714.54,4708.79,4714.04,0.0
2024-01-04 10:00:00,VANTAGE:SP500,4714.04,4714.79,4708.79,4711.54,0.0
2024-01-04 11:00:00,VANTAGE:SP500,4711.54,4714.79,4706.29,4707.29,0.0
2024-01-04 12:00:00,VANTAGE:SP500,4707.29,4714.29,4703.29,4710.54,0.0
2024-01-04 13:00:00,VANTAGE:SP500,4710.54,4711.29,4701.79,4703.04,0.0
2024-01-04 14:00:00,VANTAGE:SP500,4703.29,4709.29,4698.04,4705.54,0.0
2024-01-04 15:00:00,VANTAGE:SP500,4705.54,4718.54,4703.54,4714.79,0.0
2024-01-04 16:00:00,VANTAGE:SP500,4715.29,4725.79,4710.79,4713.34,0.0
2024-01-04 17:00:00,VANTAGE:SP500,4713.34,4714.59,4703.04,4707.74,0.0
2024-01-04 18:00:00,VANTAGE:SP500,4707.49,4711.09,4706.24,4707.34,0.0
2024-01-04 19:00:00,VANTAGE:SP500,4707.59,4709.84,4698.34,4703.34,0.0
2024-01-04 20:00:00,VANTAGE:SP500,4703.59,4707.09,4687.59,4690.34,0.0
2024-01-04 21:00:00,VANTAGE:SP500,4690.09,4693.59,4687.84,4692.29,0.0
2024-01-04 23:00:00,VANTAGE:SP500,4694.42,4697.12,4694.42,4694.62,0.0
2024-01-05 00:00:00,VANTAGE:SP500,4694.62,4696.37,4693.87,4694.87,0.0
2024-01-05 01:00:00,VANTAGE:SP500,4694.87,4696.87,4693.62,4695.87,0.0
2024-01-05 02:00:00,VANTAGE:SP500,4695.87,4695.87,4693.37,4693.62,0.0
2024-01-05 03:00:00,VANTAGE:SP500,4693.87,4694.87,4692.62,4692.87,0.0
2024-01-05 04:00:00,VANTAGE:SP500,4692.87,4695.62,4692.37,4692.62,0.0
2024-01-05 05:00:00,VANTAGE:SP500,4692.62,4693.12,4690.12,4690.87,0.0
